1419	2019-09-30	05	10	11	12	21	37	41
1418	2019-09-26	04	21	32	35	42	43	15
1417	2019-09-23	03	10	25	26	27	31	05
1416	2019-09-19	02	09	10	15	24	36	13
1415	2019-09-16	01	03	07	34	39	40	33
1414	2019-09-12	12	19	21	26	40	41	20
1413	2019-09-09	07	13	17	21	24	26	12
1412	2019-09-05	02	19	24	25	32	42	08
1411	2019-09-02	02	05	07	20	25	28	03
1410	2019-08-29	08	14	17	25	36	41	23
1409	2019-08-26	05	06	08	20	22	25	13
1408	2019-08-22	02	17	24	26	34	43	32
1407	2019-08-19	10	13	19	28	33	39	15
1406	2019-08-15	20	24	27	29	34	35	43
1405	2019-08-12	03	04	06	19	23	24	42
1404	2019-08-08	02	17	29	37	38	39	05
1403	2019-08-05	01	03	10	27	34	41	22
1402	2019-08-01	10	24	26	33	36	42	28
1401	2019-07-29	02	13	23	24	25	33	36
1400	2019-07-25	08	10	26	31	34	39	36
1399	2019-07-22	07	20	21	33	41	43	08
1398	2019-07-18	23	29	34	35	40	43	42
1397	2019-07-15	09	18	19	21	25	26	07
1396	2019-07-11	03	07	11	15	23	41	21
1395	2019-07-08	05	16	18	27	30	43	25
1394	2019-07-04	08	09	35	36	42	43	22
1393	2019-07-01	07	11	26	32	42	43	24
1392	2019-06-27	06	09	12	19	40	42	07
1391	2019-06-24	03	12	23	31	36	42	43
1390	2019-06-20	10	11	13	28	34	39	35
1389	2019-06-17	06	16	21	23	26	42	43
1388	2019-06-13	09	10	12	15	29	37	11
1387	2019-06-10	11	27	29	30	37	38	33
1386	2019-06-06	04	11	14	15	20	38	35
1385	2019-06-03	09	20	28	35	41	43	23
1384	2019-05-30	03	06	13	32	38	43	40
1383	2019-05-27	02	04	09	15	18	39	24
1382	2019-05-23	08	09	12	25	26	28	32
1381	2019-05-20	02	04	05	16	19	38	25
1380	2019-05-16	01	03	24	26	29	33	42
1379	2019-05-13	01	02	19	21	24	37	32
1378	2019-05-09	01	10	15	24	35	43	09
1377	2019-05-06	01	07	13	24	40	43	20
1376	2019-05-02	02	05	22	31	32	43	27
1375	2019-04-29	02	05	21	22	31	38	28
1374	2019-04-25	01	04	05	19	23	35	36
1373	2019-04-22	01	10	13	18	20	41	11
1372	2019-04-18	03	05	10	21	33	39	08
1371	2019-04-15	04	05	06	07	24	28	30
1370	2019-04-11	08	22	24	30	40	41	02
1369	2019-04-08	12	15	25	32	41	43	07
1368	2019-04-04	06	11	17	20	34	35	10
1367	2019-04-01	03	08	11	14	22	41	34
1366	2019-03-28	14	15	17	29	31	39	10
1365	2019-03-25	04	07	14	20	31	41	32
1364	2019-03-21	05	13	14	16	25	27	03
1363	2019-03-18	02	05	23	36	37	41	43
1362	2019-03-14	08	16	19	28	36	39	01
1361	2019-03-11	03	04	12	18	28	38	32
1360	2019-03-07	04	09	10	16	17	42	23
1359	2019-03-04	06	08	14	18	25	41	09
1358	2019-02-28	09	15	23	27	29	40	28
1357	2019-02-25	02	03	08	15	19	28	21
1356	2019-02-21	04	06	10	16	24	43	12
1355	2019-02-18	05	15	27	29	34	37	12
1354	2019-02-14	04	25	27	28	32	41	26
1353	2019-02-11	02	11	12	19	21	24	36
1352	2019-02-07	05	06	09	15	19	36	22
1351	2019-02-04	08	14	18	22	28	29	05
1350	2019-01-31	07	08	09	10	20	38	16
1349	2019-01-28	02	16	19	32	34	42	33
1348	2019-01-24	01	02	14	19	21	33	43
1347	2019-01-21	08	10	11	18	36	43	07
1346	2019-01-17	05	10	22	27	38	42	36
1345	2019-01-14	01	15	26	27	29	33	18
1344	2019-01-10	08	16	20	28	37	43	29
1343	2019-01-07	02	08	10	12	19	23	16
1342	2018-12-27	01	04	09	16	23	31	42
1341	2018-12-24	09	12	15	16	26	39	34
1340	2018-12-20	06	15	18	20	26	29	09
1339	2018-12-17	01	10	15	33	34	42	39
1338	2018-12-13	02	06	23	25	30	31	35
1337	2018-12-10	03	06	21	28	29	34	15
1336	2018-12-06	04	05	11	19	31	34	43
1335	2018-12-03	10	16	19	34	35	39	04
1334	2018-11-29	01	02	07	14	29	43	40
1333	2018-11-26	02	09	15	22	26	35	05
1332	2018-11-22	05	15	18	22	33	40	06
1331	2018-11-19	02	14	30	31	38	39	26
1330	2018-11-15	02	19	24	32	36	43	30
1329	2018-11-12	11	15	18	22	37	42	31
1328	2018-11-08	07	09	23	32	37	40	41
1327	2018-11-05	02	03	13	22	23	30	27
1326	2018-11-01	02	03	09	12	30	41	21
1325	2018-10-29	08	18	23	26	33	38	34
1324	2018-10-25	01	07	08	17	25	42	11
1323	2018-10-22	05	06	10	24	29	40	26
1322	2018-10-18	02	03	13	28	32	37	07
1321	2018-10-15	10	24	31	40	41	43	33
1320	2018-10-11	04	06	12	16	17	34	28
1319	2018-10-08	09	10	19	21	28	30	43
1318	2018-10-04	02	03	07	14	19	41	34
1317	2018-10-01	06	10	13	19	32	43	22
1316	2018-09-27	06	16	26	35	36	39	14
1315	2018-09-24	03	08	23	30	32	40	31
1314	2018-09-20	03	10	20	21	27	33	39
1313	2018-09-17	05	12	21	31	36	43	27
1312	2018-09-13	13	24	25	26	32	39	06
1311	2018-09-10	12	23	26	29	36	37	15
1310	2018-09-06	09	24	25	27	34	36	14
1309	2018-09-03	24	32	34	36	41	43	23
1308	2018-08-30	06	09	10	15	34	39	03
1307	2018-08-27	06	25	27	28	30	43	14
1306	2018-08-23	07	11	23	36	38	41	37
1305	2018-08-20	04	06	19	36	38	40	28
1304	2018-08-16	06	25	30	38	40	42	17
1303	2018-08-13	07	10	24	33	35	42	43
1302	2018-08-09	04	07	25	30	34	43	38
1301	2018-08-06	06	07	09	16	30	41	22
1300	2018-08-02	03	18	25	26	32	33	27
1299	2018-07-30	03	12	24	28	38	39	10
1298	2018-07-26	04	06	15	22	30	42	07
1297	2018-07-23	01	02	07	29	34	42	41
1296	2018-07-19	05	11	15	16	23	32	04
1295	2018-07-16	14	23	31	37	39	43	32
1294	2018-07-12	07	14	18	26	28	39	02
1293	2018-07-09	02	05	15	27	30	35	11
1292	2018-07-05	01	18	29	30	31	37	35
1291	2018-07-02	02	06	08	12	13	17	01
1290	2018-06-28	18	24	27	32	35	41	10
1289	2018-06-25	06	09	16	24	29	37	03
1288	2018-06-21	08	09	19	24	35	43	11
1287	2018-06-18	09	21	23	34	37	38	40
1286	2018-06-14	11	32	37	39	41	42	43
1285	2018-06-11	07	08	13	36	38	42	06
1284	2018-06-07	04	14	17	21	24	39	07
1283	2018-06-04	01	26	27	30	37	38	04
1282	2018-05-31	01	04	10	11	24	28	29
1281	2018-05-28	03	07	09	15	29	40	17
1280	2018-05-24	01	09	11	21	29	36	07
1279	2018-05-21	04	10	16	17	20	24	31
1278	2018-05-17	03	04	18	28	34	36	06
1277	2018-05-14	12	16	20	22	31	43	33
1276	2018-05-10	05	06	09	11	16	35	22
1275	2018-05-07	07	19	21	28	40	41	03
1274	2018-05-03	03	15	18	23	31	37	34
1273	2018-04-30	18	20	22	26	34	37	04
1272	2018-04-26	04	09	13	32	37	38	42
1271	2018-04-23	01	11	14	27	39	42	32
1270	2018-04-19	09	10	24	30	35	40	38
1269	2018-04-16	09	10	11	33	39	42	25
1268	2018-04-12	08	11	15	22	35	36	30
1267	2018-04-09	04	18	31	33	34	41	09
1266	2018-04-05	03	12	16	23	25	28	17
1265	2018-04-02	05	20	26	27	28	33	12
1264	2018-03-29	01	06	27	33	35	43	15
1263	2018-03-26	03	08	13	14	31	37	06
1262	2018-03-22	04	11	15	20	24	43	10
1261	2018-03-19	09	20	26	29	30	34	42
1260	2018-03-15	03	08	16	19	25	26	32
1259	2018-03-12	10	16	20	26	33	36	41
1258	2018-03-08	08	14	20	25	31	41	35
1257	2018-03-05	01	11	19	23	32	37	14
1256	2018-03-01	02	05	16	32	35	41	25
1255	2018-02-26	02	14	15	27	40	43	41
1254	2018-02-22	07	08	11	15	36	39	37
1253	2018-02-19	01	12	14	24	33	37	15
1252	2018-02-15	04	15	18	19	22	29	37
1251	2018-02-12	21	28	31	33	34	40	23
1250	2018-02-08	03	10	18	22	23	40	27
1249	2018-02-05	05	08	15	20	25	27	06
1248	2018-02-01	02	06	14	28	34	37	03
1247	2018-01-29	04	07	17	18	26	36	35
1246	2018-01-25	04	10	11	23	36	37	34
1245	2018-01-22	13	15	27	30	31	39	08
1244	2018-01-18	10	15	17	18	20	41	35
1243	2018-01-15	23	24	32	37	41	42	29
1242	2018-01-11	12	22	28	34	37	42	33
1241	2018-01-08	04	07	15	17	23	25	08
1240	2018-01-04	15	18	22	36	37	39	26
1239	2017-12-28	02	19	27	28	30	38	22
1238	2017-12-25	08	14	28	29	33	40	32
1237	2017-12-21	01	04	06	35	38	40	27
1236	2017-12-18	01	03	11	26	38	39	34
1235	2017-12-14	08	17	24	34	36	42	33
1234	2017-12-11	07	11	16	20	30	40	28
1233	2017-12-07	02	07	12	21	29	33	16
1232	2017-12-04	05	10	14	31	35	38	16
1231	2017-11-30	01	14	16	24	32	36	02
1230	2017-11-27	01	02	06	09	17	38	34
1229	2017-11-23	10	28	35	37	39	43	16
1228	2017-11-20	06	18	19	25	28	40	03
1227	2017-11-16	01	08	14	28	40	43	06
1226	2017-11-13	07	08	28	34	37	41	13
1225	2017-11-09	19	22	25	30	33	34	36
1224	2017-11-06	05	18	33	38	41	43	06
1223	2017-11-02	12	22	28	30	36	43	34
1222	2017-10-30	01	05	07	11	29	39	40
1221	2017-10-26	03	10	11	31	33	36	21
1220	2017-10-23	09	15	21	23	32	42	14
1219	2017-10-19	14	22	24	36	39	42	32
1218	2017-10-16	05	08	13	20	28	42	35
1217	2017-10-12	14	16	17	34	36	41	25
1216	2017-10-09	08	14	25	39	42	43	37
1215	2017-10-05	03	06	09	15	21	42	07
1214	2017-10-02	02	19	23	30	33	36	40
1213	2017-09-28	03	13	22	26	30	39	01
1212	2017-09-25	02	16	27	35	40	42	25
1211	2017-09-21	03	08	24	25	26	28	43
1210	2017-09-18	05	06	12	16	23	36	09
1209	2017-09-14	11	12	24	32	38	40	07
1208	2017-09-11	05	14	20	30	38	41	08
1207	2017-09-07	06	16	17	20	22	43	34
1206	2017-09-04	11	19	20	26	32	33	22
1205	2017-08-31	12	25	26	32	35	42	02
1204	2017-08-28	10	20	21	24	39	43	17
1203	2017-08-24	02	04	06	37	39	42	41
1202	2017-08-21	09	12	15	19	26	39	28
1201	2017-08-17	01	15	19	22	26	28	33
1200	2017-08-14	02	08	10	12	31	42	21
1199	2017-08-10	09	10	11	20	28	40	17
1198	2017-08-07	01	14	20	26	27	34	33
1197	2017-08-03	03	24	28	36	37	39	27
1196	2017-07-31	06	07	19	31	39	41	14
1195	2017-07-27	01	04	17	22	35	42	07
1194	2017-07-24	12	18	20	23	33	40	01
1193	2017-07-20	01	02	07	08	10	42	28
1192	2017-07-17	15	17	18	22	30	39	28
1191	2017-07-13	03	05	11	20	25	32	30
1190	2017-07-10	01	03	13	29	38	39	08
1189	2017-07-06	08	24	28	30	38	41	32
1188	2017-07-03	03	09	19	20	23	30	14
1187	2017-06-29	03	13	18	20	24	31	37
1186	2017-06-26	08	10	20	25	38	43	39
1185	2017-06-22	06	15	18	26	27	31	38
1184	2017-06-19	02	06	21	30	31	36	41
1183	2017-06-15	02	19	22	25	32	36	39
1182	2017-06-12	05	06	10	13	24	33	40
1181	2017-06-08	15	16	17	29	31	32	12
1180	2017-06-05	02	04	05	13	18	21	40
1179	2017-06-01	05	12	27	36	39	40	37
1178	2017-05-29	16	17	20	22	29	40	31
1177	2017-05-25	02	05	21	22	23	38	36
1176	2017-05-22	02	09	18	23	29	32	34
1175	2017-05-18	02	04	06	21	27	37	10
1174	2017-05-15	07	08	09	25	29	31	28
1173	2017-05-11	05	07	11	16	33	38	25
1172	2017-05-08	03	10	31	32	38	39	15
1171	2017-05-04	09	10	13	21	34	36	40
1170	2017-05-01	01	08	13	19	23	28	39
1169	2017-04-27	19	24	25	36	37	43	10
1168	2017-04-24	01	03	08	14	35	39	18
1167	2017-04-20	06	13	20	25	36	42	28
1166	2017-04-17	04	08	17	20	29	41	03
1165	2017-04-13	18	20	21	24	40	42	25
1164	2017-04-10	04	07	11	33	34	37	24
1163	2017-04-06	11	17	19	24	33	41	09
1162	2017-04-03	03	04	08	12	24	37	10
1161	2017-03-30	01	02	12	16	19	40	18
1160	2017-03-27	09	22	31	32	34	43	24
1159	2017-03-23	01	04	15	16	23	30	17
1158	2017-03-20	22	24	27	30	32	40	23
1157	2017-03-16	05	17	20	28	39	42	01
1156	2017-03-13	03	06	19	31	35	40	12
1155	2017-03-09	14	19	22	23	28	43	25
1154	2017-03-06	08	12	30	36	41	42	04
1153	2017-03-02	04	15	20	24	26	30	29
1152	2017-02-27	06	08	10	33	35	43	22
1151	2017-02-23	05	23	25	26	29	31	19
1150	2017-02-20	07	11	17	27	32	40	18
1149	2017-02-16	02	14	22	23	35	43	31
1148	2017-02-13	03	05	16	23	31	43	39
1147	2017-02-09	02	03	10	16	26	27	23
1146	2017-02-06	01	10	19	23	26	34	27
1145	2017-02-02	01	04	15	18	25	28	36
1144	2017-01-30	07	13	14	33	39	43	29
1143	2017-01-26	19	21	31	39	42	43	29
1142	2017-01-23	12	13	19	23	28	35	31
1141	2017-01-19	01	04	10	14	24	26	29
1140	2017-01-16	11	21	30	31	36	37	23
1139	2017-01-12	04	06	14	17	23	33	26
1138	2017-01-09	08	15	21	24	35	38	22
1137	2017-01-05	01	18	21	31	37	41	20
1136	2016-12-29	03	04	07	08	22	33	18
1135	2016-12-26	20	22	28	29	32	41	14
1134	2016-12-22	05	06	12	14	30	38	29
1133	2016-12-19	03	18	19	20	37	38	09
1132	2016-12-15	04	05	24	29	33	35	40
1131	2016-12-12	06	12	25	36	38	41	18
1130	2016-12-08	01	11	37	38	39	42	26
1129	2016-12-05	06	11	19	28	30	43	32
1128	2016-12-01	03	15	21	29	30	35	39
1127	2016-11-28	09	15	17	21	23	42	24
1126	2016-11-24	04	05	26	30	34	42	27
1125	2016-11-21	02	16	19	20	24	36	27
1124	2016-11-17	01	16	24	28	40	42	33
1123	2016-11-14	04	08	23	29	34	35	15
1122	2016-11-10	22	24	29	31	32	34	40
1121	2016-11-07	02	08	31	38	40	42	41
1120	2016-11-03	10	12	13	29	35	39	33
1119	2016-10-31	03	06	15	21	42	43	11
1118	2016-10-27	01	11	21	25	34	36	28
1117	2016-10-24	02	06	07	09	19	23	21
1116	2016-10-20	01	11	33	34	35	38	29
1115	2016-10-17	03	10	12	26	38	42	04
1114	2016-10-13	02	07	09	28	38	39	26
1113	2016-10-10	01	12	14	26	34	41	06
1112	2016-10-06	06	09	15	19	39	42	34
1111	2016-10-03	06	16	17	27	33	41	42
1110	2016-09-29	01	06	21	34	36	39	29
1109	2016-09-26	06	08	14	27	36	42	28
1108	2016-09-22	12	25	29	32	38	43	35
1107	2016-09-19	06	07	12	22	30	33	36
1106	2016-09-15	01	04	08	10	18	33	15
1105	2016-09-12	12	15	25	31	39	40	26
1104	2016-09-08	15	25	32	33	36	38	40
1103	2016-09-05	08	13	14	18	24	38	25
1102	2016-09-01	03	06	09	13	36	37	32
1101	2016-08-29	04	05	07	10	13	16	01
1100	2016-08-25	02	06	16	23	32	35	37
1099	2016-08-22	06	08	12	17	18	24	35
1098	2016-08-18	01	19	31	33	35	43	29
1097	2016-08-15	01	05	08	14	19	21	04
1096	2016-08-11	06	19	21	31	38	41	40
1095	2016-08-08	03	06	15	18	23	27	38
1094	2016-08-04	06	07	20	24	28	43	11
1093	2016-08-01	04	19	26	40	42	43	09
1092	2016-07-28	02	11	18	27	30	33	14
1091	2016-07-25	21	22	24	26	28	30	38
1090	2016-07-21	03	10	15	22	27	40	23
1089	2016-07-18	05	17	19	22	41	42	04
1088	2016-07-14	05	08	16	24	32	33	22
1087	2016-07-11	10	13	26	27	30	36	06
1086	2016-07-07	03	07	09	31	38	43	29
1085	2016-07-04	03	20	21	30	34	35	23
1084	2016-06-30	01	07	20	28	34	38	16
1083	2016-06-27	10	13	15	18	25	38	20
1082	2016-06-23	09	12	19	21	39	40	16
1081	2016-06-20	06	08	13	17	18	20	28
1080	2016-06-16	06	15	16	19	38	41	23
1079	2016-06-13	08	12	19	24	30	36	42
1078	2016-06-09	03	12	20	33	35	41	34
1077	2016-06-06	01	04	09	23	30	36	05
1076	2016-06-02	21	22	24	30	31	43	19
1075	2016-05-30	07	08	21	24	34	42	01
1074	2016-05-26	08	09	16	27	30	33	19
1073	2016-05-23	01	03	05	08	20	39	30
1072	2016-05-19	03	17	20	32	36	43	04
1071	2016-05-16	01	10	25	27	31	40	03
1070	2016-05-12	11	21	25	34	35	36	15
1069	2016-05-09	12	17	26	30	33	40	08
1068	2016-05-05	03	09	21	34	35	42	04
1067	2016-05-02	05	09	25	27	28	33	10
1066	2016-04-28	02	11	29	36	40	42	17
1065	2016-04-25	11	13	27	37	41	42	40
1064	2016-04-21	04	13	18	27	30	39	34
1063	2016-04-18	06	12	13	34	38	42	41
1062	2016-04-14	02	07	28	39	42	43	41
1061	2016-04-11	01	12	14	16	20	29	04
1060	2016-04-07	05	10	16	17	32	37	36
1059	2016-04-04	08	26	27	29	35	43	06
1058	2016-03-31	11	12	17	23	29	43	37
1057	2016-03-28	02	11	19	21	28	38	25
1056	2016-03-24	14	16	19	29	32	37	24
1055	2016-03-21	05	11	20	25	26	32	06
1054	2016-03-17	07	09	10	19	28	33	36
1053	2016-03-14	04	11	23	27	35	42	15
1052	2016-03-10	06	26	34	37	42	43	13
1051	2016-03-07	05	13	20	28	30	32	16
1050	2016-03-03	03	08	14	28	31	43	35
1049	2016-02-29	03	06	15	23	24	31	11
1048	2016-02-25	26	27	30	31	34	40	20
1047	2016-02-22	05	09	13	31	32	35	26
1046	2016-02-18	06	13	17	18	27	43	21
1045	2016-02-15	01	19	21	30	31	43	18
