134	2002-02-05	04	05	13	16	18	20
135	2002-02-12	04	07	08	09	24	20
136	2002-02-19	05	11	14	18	28	08
137	2002-02-26	03	15	20	25	28	30
138	2002-03-05	01	04	21	30	31	16
139	2002-03-12	14	17	20	26	28	23
140	2002-03-19	08	09	17	20	29	06
141	2002-03-26	04	06	09	20	24	16
142	2002-04-02	10	11	24	25	30	08
143	2002-04-09	17	18	20	23	26	06
144	2002-04-16	04	13	14	19	28	05
145	2002-04-23	13	14	19	24	28	03
146	2002-04-30	01	06	11	12	18	08
147	2002-05-07	05	10	21	27	28	02
148	2002-05-14	02	07	19	26	31	24
149	2002-05-21	05	06	17	27	28	20
150	2002-05-28	02	11	16	24	26	04
151	2002-06-04	04	10	13	14	19	12
152	2002-06-11	01	02	11	22	30	27
153	2002-06-18	02	03	08	23	29	06
154	2002-06-25	02	10	16	19	22	17
155	2002-07-02	09	10	16	21	23	04
156	2002-07-09	02	03	13	19	31	15
157	2002-07-16	01	05	14	18	20	06
158	2002-07-23	03	14	16	20	31	25
159	2002-07-30	07	11	16	23	24	13
160	2002-08-06	04	23	24	30	31	27
161	2002-08-13	02	03	04	17	19	08
162	2002-08-20	06	14	17	23	31	20
163	2002-08-27	01	12	13	16	28	31
164	2002-09-03	07	09	16	26	30	28
165	2002-09-10	09	16	24	25	26	20
166	2002-09-17	08	13	21	24	28	16
167	2002-09-24	11	19	20	25	26	23
168	2002-10-01	02	08	11	16	30	17
169	2002-10-08	08	15	18	25	31	13
170	2002-10-15	02	07	14	20	22	05
171	2002-10-22	02	06	09	12	31	17
172	2002-10-29	01	04	14	21	28	03
173	2002-11-05	11	18	20	22	29	10
174	2002-11-12	01	03	08	21	22	02
175	2002-11-19	08	12	17	19	24	05
176	2002-11-26	12	14	24	26	30	18
177	2002-12-03	07	13	17	21	30	20
178	2002-12-10	03	24	26	28	31	20
179	2002-12-17	01	07	26	30	31	12
180	2002-12-24	17	18	19	21	28	22
181	2003-01-07	01	03	14	16	26	12
182	2003-01-14	02	10	14	23	24	06
183	2003-01-21	03	09	13	25	26	07
184	2003-01-28	02	10	23	30	31	16
185	2003-02-04	07	19	20	25	28	02
186	2003-02-11	08	12	20	21	25	22
187	2003-02-18	04	06	17	24	25	01
188	2003-02-25	07	16	24	25	28	30
189	2003-03-04	09	16	22	25	26	03
190	2003-03-11	04	05	21	27	29	02
191	2003-03-18	01	06	08	12	13	02
192	2003-03-25	06	07	10	11	17	03
193	2003-04-01	06	08	18	20	22	11
194	2003-04-08	03	06	15	17	23	01
195	2003-04-15	01	02	06	15	23	21
196	2003-04-22	02	04	14	21	22	16
197	2003-04-29	08	18	20	21	31	01
198	2003-05-06	13	20	21	25	28	14
199	2003-05-13	01	09	21	26	29	25
200	2003-05-20	01	04	12	13	18	25
201	2003-05-27	03	05	23	25	26	17
202	2003-06-03	06	10	11	18	31	25
203	2003-06-10	04	10	18	22	25	20
204	2003-06-17	07	18	22	24	29	09
205	2003-06-24	03	04	13	14	23	12
206	2003-07-01	06	08	12	27	31	24
207	2003-07-08	03	04	10	16	25	07
208	2003-07-15	06	10	13	16	17	29
209	2003-07-22	07	17	23	27	29	12
210	2003-07-29	09	10	18	19	29	21
211	2003-08-05	09	10	13	18	22	15
212	2003-08-12	01	05	10	14	30	26
213	2003-08-19	01	02	03	09	29	27
214	2003-08-26	02	08	16	18	28	12
215	2003-09-02	04	15	20	21	28	16
216	2003-09-09	03	07	13	16	17	02
217	2003-09-16	02	08	17	19	23	21
218	2003-09-23	09	16	24	25	29	23
219	2003-09-30	01	15	17	21	28	06
220	2003-10-07	09	10	11	21	29	05
221	2003-10-14	04	08	14	22	26	09
222	2003-10-21	10	18	21	26	28	09
223	2003-10-28	04	10	16	19	22	21
224	2003-11-04	12	16	27	30	31	14
225	2003-11-11	13	14	18	24	26	16
226	2003-11-18	04	12	14	26	30	28
227	2003-11-25	02	04	07	21	30	20
228	2003-12-02	10	17	21	24	27	02
229	2003-12-09	12	19	23	24	30	06
230	2003-12-16	04	16	17	25	26	19
231	2003-12-23	03	04	10	11	24	28
232	2003-12-30	03	12	20	24	26	31
233	2004-01-06	08	14	19	21	29	25
234	2004-01-13	16	18	22	23	26	02
235	2004-01-20	05	06	16	17	31	08
236	2004-01-27	14	17	23	24	29	03
237	2004-02-03	06	08	17	18	28	20
238	2004-02-10	13	15	17	22	25	26
239	2004-02-17	16	18	21	23	27	31
240	2004-02-24	02	06	14	28	29	11
241	2004-03-02	01	02	04	13	26	07
242	2004-03-09	05	12	23	27	31	14
243	2004-03-16	04	11	15	27	28	01
244	2004-03-23	06	11	21	22	25	15
245	2004-03-30	01	10	14	21	28	23
246	2004-04-06	01	12	15	20	23	04
247	2004-04-13	07	11	19	27	31	02
248	2004-04-20	04	13	16	24	29	12
249	2004-04-27	09	11	12	18	20	07
250	2004-05-04	01	03	11	12	31	22
251	2004-05-11	01	03	19	20	23	28
252	2004-05-18	12	18	24	27	31	22
253	2004-05-25	01	03	10	21	25	29
254	2004-06-01	03	07	22	25	29	27
255	2004-06-08	12	17	20	27	29	18
256	2004-06-15	05	09	15	16	27	28
257	2004-06-22	02	09	12	20	31	10
258	2004-06-29	04	06	09	19	22	05
259	2004-07-06	05	07	11	12	23	17
260	2004-07-13	06	07	17	19	23	28
261	2004-07-20	02	03	05	14	29	18
262	2004-07-27	05	19	23	27	28	02
263	2004-08-03	15	25	28	30	31	02
264	2004-08-10	02	04	07	25	30	15
265	2004-08-17	01	03	24	26	28	21
266	2004-08-24	03	08	25	28	31	06
267	2004-08-31	08	14	15	19	25	31
268	2004-09-07	17	18	20	27	31	13
269	2004-09-14	03	07	20	23	29	16
270	2004-09-21	09	10	11	14	19	21
271	2004-09-28	06	13	15	24	31	20
272	2004-10-05	04	16	21	28	29	09
273	2004-10-12	03	05	07	11	17	23
274	2004-10-19	07	08	09	16	25	12
275	2004-10-26	11	16	17	21	22	19
276	2004-11-02	12	16	19	20	23	11
277	2004-11-09	04	14	16	19	22	10
278	2004-11-16	08	12	13	14	24	16
279	2004-11-23	02	07	19	23	25	11
280	2004-11-30	04	09	13	15	19	12
281	2004-12-07	05	07	11	13	21	27
282	2004-12-14	01	02	18	27	29	13
283	2004-12-21	11	15	19	20	29	01
284	2004-12-28	01	05	08	11	18	30
285	2005-01-04	08	17	19	24	26	16
286	2005-01-11	14	15	20	22	30	02
287	2005-01-18	02	07	14	19	21	01
288	2005-01-25	06	16	21	29	31	18
289	2005-02-01	05	06	11	24	28	18
290	2005-02-08	03	08	11	23	30	05
291	2005-02-15	04	08	21	23	26	22
292	2005-02-22	02	07	13	25	31	17
293	2005-03-01	14	15	16	24	25	12
294	2005-03-08	14	23	26	29	31	28
295	2005-03-15	08	14	16	17	26	05
296	2005-03-22	08	14	18	24	29	19
297	2005-03-29	05	09	18	25	30	31
298	2005-04-05	08	10	12	15	22	16
299	2005-04-12	02	09	15	26	31	11
300	2005-04-19	10	13	16	22	28	07
301	2005-04-26	05	11	16	26	31	12
302	2005-05-03	06	07	09	14	20	22
303	2005-05-10	13	14	16	19	25	01
304	2005-05-17	03	10	11	14	20	17
305	2005-05-24	10	11	13	16	24	22
306	2005-05-31	17	20	23	24	31	11
307	2005-06-07	02	10	15	21	28	12
308	2005-06-14	01	13	17	22	27	16
309	2005-06-21	08	14	17	22	23	01
310	2005-06-28	06	14	17	24	25	11
311	2005-07-05	02	17	19	28	29	10
312	2005-07-12	07	12	17	18	21	11
313	2005-07-19	01	07	26	27	31	30
314	2005-07-26	02	07	16	18	20	28
315	2005-08-02	07	11	15	28	31	14
316	2005-08-09	24	25	28	29	30	27
317	2005-08-16	08	10	11	22	23	12
318	2005-08-23	09	18	19	30	31	16
319	2005-08-30	03	20	21	22	27	09
320	2005-09-06	06	07	13	28	30	12
321	2005-09-13	02	11	18	21	27	15
322	2005-09-20	05	08	10	28	31	02
323	2005-09-27	05	15	19	22	27	29
324	2005-10-04	05	06	13	29	30	17
325	2005-10-11	08	11	13	15	28	22
326	2005-10-18	01	03	06	11	25	12
327	2005-10-25	08	14	19	25	28	16
328	2005-11-01	01	02	11	12	18	08
329	2005-11-08	05	14	15	17	29	10
330	2005-11-15	03	13	15	19	24	08
331	2005-11-22	06	19	21	29	30	24
332	2005-11-29	04	09	24	28	29	25
333	2005-12-06	19	21	22	26	28	24
334	2005-12-13	07	12	22	23	25	13
335	2005-12-20	14	16	23	25	31	22
336	2005-12-27	10	14	20	27	28	08
337	2006-01-10	04	07	21	22	23	15
338	2006-01-17	01	03	19	21	27	09
339	2006-01-24	04	09	11	15	23	26
340	2006-01-31	10	14	18	23	25	31
341	2006-02-07	02	05	17	18	26	03
342	2006-02-14	02	15	24	25	27	09
343	2006-02-21	06	10	15	27	30	08
344	2006-02-28	04	09	13	21	23	31
345	2006-03-07	07	14	16	17	29	18
346	2006-03-14	04	14	18	26	31	03
347	2006-03-21	10	11	20	23	27	13
348	2006-03-28	08	09	11	12	18	23
349	2006-04-04	03	05	06	07	12	18
350	2006-04-11	03	09	22	24	28	27
351	2006-04-18	03	06	11	12	27	26
352	2006-04-25	05	07	14	17	30	29
353	2006-05-02	03	13	14	17	25	18
354	2006-05-09	03	06	17	19	30	01
355	2006-05-16	08	09	24	27	29	31
356	2006-05-23	06	11	17	19	22	21
357	2006-05-30	15	24	26	28	29	16
358	2006-06-06	04	13	18	27	31	23
359	2006-06-13	03	11	15	18	19	22
360	2006-06-20	06	11	20	27	28	05
361	2006-06-27	02	04	06	12	30	05
362	2006-07-04	04	17	19	20	31	07
363	2006-07-11	04	10	12	17	22	16
364	2006-07-18	05	09	13	20	23	18
365	2006-07-25	06	10	18	27	28	14
366	2006-08-01	02	11	14	19	30	03
367	2006-08-08	04	06	14	19	31	09
368	2006-08-15	01	08	17	28	29	06
369	2006-08-22	04	10	23	29	30	31
370	2006-08-29	10	12	16	26	28	21
371	2006-09-05	10	12	19	23	31	27
372	2006-09-12	01	05	22	25	30	12
373	2006-09-19	03	05	11	12	29	22
374	2006-09-26	09	17	27	28	29	08
375	2006-10-03	01	10	20	23	24	16
376	2006-10-10	07	13	21	25	28	02
377	2006-10-17	01	12	20	21	30	06
378	2006-10-24	06	08	15	21	24	05
379	2006-10-31	02	08	15	19	28	26
380	2006-11-07	02	11	12	17	31	15
381	2006-11-14	03	09	19	22	23	21
382	2006-11-21	07	09	11	14	23	19
383	2006-11-28	04	07	09	17	31	12
384	2006-12-05	04	09	15	25	29	05
385	2006-12-12	06	14	20	24	27	03
386	2006-12-19	01	03	05	07	23	14
387	2006-12-26	16	26	28	29	30	11
388	2007-01-09	04	08	19	27	31	11
389	2007-01-16	08	11	13	27	30	06
390	2007-01-23	11	14	23	29	30	20
391	2007-01-30	01	10	15	30	31	21
392	2007-02-06	03	13	15	25	30	26
393	2007-02-13	15	17	18	22	30	11
394	2007-02-20	02	05	21	27	31	25
395	2007-02-27	06	21	22	23	31	03
396	2007-03-06	01	06	21	25	28	22
397	2007-03-13	01	14	17	24	25	29
398	2007-03-20	10	17	25	27	31	26
399	2007-03-27	07	13	23	27	31	08
400	2007-04-03	12	20	22	24	25	26
401	2007-04-10	11	13	18	26	30	06
402	2007-04-17	10	20	22	24	27	08
403	2007-04-24	02	05	16	30	31	18
404	2007-05-01	01	08	11	26	28	24
405	2007-05-08	08	09	13	27	31	17
406	2007-05-15	05	13	19	28	29	01
407	2007-05-22	05	15	21	22	31	10
408	2007-05-29	07	12	22	26	30	04
409	2007-06-05	02	11	19	27	28	05
410	2007-06-12	03	10	19	20	31	15
411	2007-06-19	05	08	12	19	22	11
412	2007-06-26	01	05	06	09	23	16
413	2007-07-03	08	14	21	23	29	17
414	2007-07-10	05	07	10	20	27	21
415	2007-07-17	11	16	24	28	30	22
416	2007-07-24	04	06	13	15	22	07
417	2007-07-31	03	09	12	23	24	22
418	2007-08-07	13	16	22	27	30	04
419	2007-08-14	05	12	19	20	27	28
420	2007-08-21	02	10	13	23	27	18
421	2007-08-28	11	14	24	28	29	16
422	2007-09-04	10	12	15	21	27	24
423	2007-09-11	08	14	16	24	31	07
424	2007-09-18	03	04	08	11	31	24
425	2007-09-25	04	10	20	25	28	06
426	2007-10-02	03	15	17	21	26	29
427	2007-10-09	09	14	19	20	26	16
428	2007-10-16	11	20	24	27	29	21
429	2007-10-23	11	18	22	26	30	20
430	2007-10-30	03	07	16	18	21	27
431	2007-11-06	03	12	14	24	25	02
432	2007-11-13	03	09	14	22	25	12
433	2007-11-20	01	12	17	20	27	14
434	2007-11-27	01	06	10	11	22	18
435	2007-12-04	08	19	22	25	27	06
436	2007-12-11	07	08	18	21	24	17
437	2007-12-18	09	13	15	28	31	12
438	2007-12-25	01	02	10	13	21	16
439	2008-01-08	10	17	19	21	23	16
440	2008-01-15	05	12	13	21	30	28
441	2008-01-22	06	08	19	28	30	17
442	2008-01-29	05	08	19	24	30	17
443	2008-02-05	05	17	22	23	30	20
444	2008-02-12	01	11	17	30	31	13
445	2008-02-19	07	16	18	26	31	25
446	2008-02-26	10	11	15	16	17	04
447	2008-03-04	14	17	20	25	26	08
448	2008-03-11	01	07	12	17	18	25
449	2008-03-18	07	08	10	11	20	12
450	2008-03-25	02	05	08	13	27	26
451	2008-04-01	03	07	12	14	16	31
452	2008-04-08	02	12	16	18	30	20
453	2008-04-15	04	07	12	17	27	24
454	2008-04-22	02	05	13	20	24	12
455	2008-04-29	01	10	16	24	26	09
456	2008-05-06	06	08	10	16	20	02
457	2008-05-13	02	16	17	22	28	11
458	2008-05-20	06	08	15	24	31	01
459	2008-05-27	12	13	26	27	29	02
460	2008-06-03	10	11	25	27	30	04
461	2008-06-10	06	12	17	20	26	11
462	2008-06-17	04	19	22	25	29	27
463	2008-06-24	12	13	16	21	23	18
464	2008-07-01	01	12	16	22	28	15
465	2008-07-08	13	18	21	25	28	07
466	2008-07-15	15	16	19	20	29	17
467	2008-07-22	01	02	13	15	23	26
468	2008-07-29	07	08	13	24	27	10
469	2008-08-05	05	09	12	16	19	03
470	2008-08-12	11	15	22	30	31	14
471	2008-08-19	13	17	20	23	30	28
472	2008-08-26	04	15	17	20	21	03
473	2008-09-02	04	05	18	20	26	03
474	2008-09-09	05	12	14	18	23	11
475	2008-09-16	08	09	12	14	24	30
476	2008-09-23	03	10	12	20	24	13
477	2008-09-30	01	04	13	20	28	31
478	2008-10-07	03	17	18	22	25	05
479	2008-10-14	14	22	26	27	29	21
480	2008-10-21	05	07	18	25	31	23
481	2008-10-28	03	07	13	16	25	31
482	2008-11-04	02	16	20	24	29	05
483	2008-11-11	07	20	23	27	29	25
484	2008-11-18	01	03	04	19	29	27
485	2008-11-25	03	08	10	15	31	18
486	2008-12-02	05	08	20	22	26	19
487	2008-12-09	15	17	20	22	29	16
488	2008-12-16	10	15	17	23	29	24
489	2008-12-23	02	04	09	22	31	17
490	2008-12-30	07	09	13	21	24	11
491	2009-01-06	08	10	16	20	23	06
492	2009-01-13	03	08	09	11	20	18
493	2009-01-20	01	11	12	13	17	26
494	2009-01-27	02	10	14	26	28	18
495	2009-02-03	07	10	22	26	27	05
496	2009-02-10	04	10	11	22	30	09
497	2009-02-17	04	21	23	27	28	26
498	2009-02-24	02	15	20	23	30	03
499	2009-03-03	02	08	14	15	26	31
500	2009-03-10	19	20	23	25	28	05
501	2009-03-17	12	13	16	17	21	22
502	2009-03-24	02	03	05	13	14	01
503	2009-03-31	11	18	21	23	27	03
504	2009-04-07	08	10	24	28	31	09
505	2009-04-14	05	16	19	20	22	28
506	2009-04-21	04	14	15	23	24	11
507	2009-04-28	10	19	26	27	28	02
508	2009-05-05	03	06	09	14	25	01
509	2009-05-12	02	13	22	29	30	08
510	2009-05-19	18	19	21	23	30	25
511	2009-05-26	13	16	26	28	31	11
512	2009-06-02	08	14	25	29	30	07
513	2009-06-09	03	11	18	19	25	08
514	2009-06-16	15	16	21	25	30	14
515	2009-06-23	05	21	24	25	26	31
516	2009-06-30	03	12	14	15	26	05
517	2009-07-07	12	26	28	29	30	05
518	2009-07-14	11	16	18	20	27	23
519	2009-07-21	02	09	25	29	31	04
520	2009-07-28	02	03	11	14	30	08
521	2009-08-04	04	09	14	25	26	15
522	2009-08-11	04	19	22	23	27	31
523	2009-08-18	08	17	18	19	24	10
524	2009-08-25	07	10	17	22	24	12
525	2009-09-01	01	14	21	25	27	06
526	2009-09-08	04	05	16	21	31	26
527	2009-09-15	11	13	15	23	25	04
528	2009-09-22	02	11	14	15	21	08
529	2009-09-29	05	07	14	16	20	15
530	2009-10-06	02	03	05	16	19	10
531	2009-10-13	13	21	22	26	27	19
532	2009-10-20	05	10	21	27	28	18
533	2009-10-27	06	13	19	23	31	20
534	2009-11-03	07	22	25	26	30	04
535	2009-11-10	18	20	23	24	31	07
536	2009-11-17	14	18	20	22	24	19
537	2009-11-24	09	10	27	29	30	05
538	2009-12-01	08	10	13	20	21	31
539	2009-12-08	09	18	23	26	29	05
540	2009-12-15	02	19	22	27	29	06
541	2009-12-22	01	09	10	16	23	30
542	2009-12-29	03	09	11	20	27	21
543	2010-01-05	04	07	17	22	25	30
544	2010-01-12	03	09	18	29	30	28
545	2010-01-19	01	15	23	28	29	02
546	2010-01-26	03	08	19	22	29	20
547	2010-02-02	05	23	25	29	31	28
548	2010-02-09	05	06	16	23	29	31
549	2010-02-16	10	12	19	24	25	14
550	2010-02-23	08	16	22	28	31	03
551	2010-03-02	01	02	10	24	31	28
552	2010-03-09	07	11	14	17	28	29
553	2010-03-16	02	13	23	24	30	15
554	2010-03-23	02	06	23	24	28	09
555	2010-03-30	01	15	18	24	29	23
556	2010-04-06	04	06	16	17	24	26
557	2010-04-13	08	18	21	22	28	31
558	2010-04-20	04	10	16	22	30	27
559	2010-04-27	02	04	07	11	16	25
560	2010-05-04	11	13	17	29	30	05
561	2010-05-11	01	05	06	16	25	18
562	2010-05-18	02	07	12	15	17	23
563	2010-05-25	04	05	18	19	30	01
564	2010-06-01	09	17	19	22	29	06
565	2010-06-08	18	19	20	28	29	13
566	2010-06-15	03	08	23	28	30	31
567	2010-06-22	10	12	20	24	25	17
568	2010-06-29	08	12	16	24	30	23
569	2010-07-06	10	17	23	26	28	05
570	2010-07-13	01	02	05	06	10	08
571	2010-07-20	09	22	27	28	29	26
572	2010-07-27	01	06	18	23	29	21
573	2010-08-03	15	21	22	23	29	05
574	2010-08-10	03	07	08	13	15	25
575	2010-08-17	10	16	20	21	27	24
576	2010-08-24	06	08	10	21	23	18
577	2010-08-31	05	10	21	24	25	13
578	2010-09-07	05	11	16	19	30	18
579	2010-09-14	01	04	15	17	23	08
580	2010-09-21	01	04	14	15	26	18
581	2010-09-28	02	06	12	14	30	03
582	2010-10-05	03	14	22	24	30	10
583	2010-10-12	01	03	10	11	16	24
584	2010-10-19	06	09	11	14	22	29
585	2010-10-26	14	19	23	24	31	29
586	2010-11-02	01	05	06	10	15	02
587	2010-11-09	11	17	19	29	30	01
588	2010-11-16	04	11	18	26	31	13
589	2010-11-23	03	10	13	22	26	12
590	2010-11-30	04	07	11	17	19	14
591	2010-12-07	04	08	09	13	19	12
592	2010-12-14	05	06	23	25	26	14
593	2010-12-21	11	14	22	28	29	25
594	2010-12-28	02	05	10	22	30	12
595	2011-01-04	07	11	15	20	23	03
596	2011-01-11	06	09	10	14	27	31
597	2011-01-18	02	13	16	17	19	29
598	2011-01-25	04	15	21	26	30	01
599	2011-02-01	03	07	10	11	29	25
600	2011-02-08	01	02	03	04	22	13
601	2011-02-15	10	14	15	16	24	28
602	2011-02-22	03	14	18	22	25	27
603	2011-03-01	04	05	26	28	30	15
604	2011-03-08	02	11	13	22	25	05
605	2011-03-15	05	06	13	19	28	17
606	2011-03-22	09	20	23	30	31	01
607	2011-03-29	07	08	12	18	30	17
608	2011-04-05	13	19	21	25	29	15
609	2011-04-12	03	14	21	26	30	25
610	2011-04-19	03	08	14	17	30	19
611	2011-04-26	12	18	21	25	30	17
612	2011-05-03	11	18	24	27	30	04
613	2011-05-10	02	16	17	20	28	14
614	2011-05-17	07	16	23	25	30	11
615	2011-05-24	04	12	13	19	20	10
616	2011-05-31	07	18	21	27	28	10
617	2011-06-07	03	09	16	19	28	25
618	2011-06-14	10	12	14	22	31	23
619	2011-06-21	04	07	14	20	30	28
620	2011-06-28	02	14	21	25	31	05
621	2011-07-05	06	12	18	24	30	09
622	2011-07-12	13	14	20	25	27	19
623	2011-07-19	04	09	14	15	26	29
624	2011-07-26	05	07	11	12	24	04
625	2011-08-02	19	20	23	26	31	06
626	2011-08-09	11	12	14	17	26	23
627	2011-08-16	06	10	14	15	20	19
628	2011-08-23	01	02	10	17	20	18
629	2011-08-30	01	03	16	26	29	31
630	2011-09-06	03	04	16	19	31	14
631	2011-09-13	03	15	18	20	25	29
632	2011-09-20	06	14	15	25	26	13
633	2011-09-27	02	12	19	20	30	13
634	2011-10-04	06	14	24	27	31	22
635	2011-10-11	12	13	16	20	29	11
636	2011-10-18	08	13	21	26	30	03
637	2011-10-25	01	05	10	15	21	11
638	2011-11-01	01	16	18	27	30	15
639	2011-11-08	06	14	20	29	31	22
640	2011-11-15	06	15	18	28	31	08
641	2011-11-22	05	11	14	17	22	15
642	2011-11-29	09	22	26	27	31	28
643	2011-12-06	09	11	17	19	22	06
644	2011-12-13	05	13	15	20	27	30
645	2011-12-20	08	13	18	19	24	11
646	2011-12-27	03	06	16	30	31	17
647	2012-01-10	03	06	07	10	21	18
648	2012-01-17	06	13	18	19	21	26
649	2012-01-24	03	11	18	19	21	12
650	2012-01-31	04	11	18	24	26	13
651	2012-02-07	08	11	15	20	31	18
652	2012-02-14	02	05	19	28	29	23
653	2012-02-21	11	16	20	22	30	21
654	2012-02-28	06	11	22	25	27	02
655	2012-03-06	07	09	12	14	18	24
656	2012-03-13	04	10	15	22	23	07
657	2012-03-20	09	14	18	23	30	10
658	2012-03-27	07	08	11	15	26	01
659	2012-04-03	05	09	22	30	31	03
660	2012-04-10	07	12	15	30	31	18
661	2012-04-17	02	06	09	19	20	27
662	2012-04-24	07	09	15	28	31	26
663	2012-05-01	01	09	10	21	31	23
664	2012-05-08	06	09	11	16	29	04
665	2012-05-15	07	12	17	20	28	09
666	2012-05-22	10	11	17	24	29	26
